index,title,date
4407,Reading Eagle ,1995-11-14
4376,P426-M Supply Deal. By Honey... ,1995-11-16
4445,Voice Line. ,1995-11-16
4385,Record-Journal ,1995-11-16
4418,The Victoria Advocate ,1995-11-20
4429,We Free Information...24 Hours Per Day! . ,1995-11-25
4440,Local Otc. ,1995-11-25
4458,The Milestones In Annals Of Dow Industrial. ,1995-11-26
4355,Toledo Blade ,1995-11-26
4436,Developmen Ts. Mistaken Incarceration Ruins The Life Of A ,1995-11-26
4384,"Blast Blamed On Cigarette Oil Tank Explosion, Fire Kill Two. ",1995-11-30
4438,Dent Five Months To Make Siose Findings And Gives The ... ,1995-11-30
4403,Business Briefly Markets. ,1995-11-30
4409,Altus Times ,1995-11-30
4431,Asean's Largest Polystyrene Maker. ,1995-11-30
4378,Gettysburg Times ,1995-11-30
4424,Oaxaca's Exploits Mentioned In Account Of Gulfs U-Boats. ... ,1995-11-30
4380,"Mccook Grain Mar 40.50-41.00, Ups. 2-3 280-300 Omaha. Apxusda",1995-11-30
4478,The News ,1995-12-16
4464,Crude Oil Passes $19 Mark. ,1995-12-22
4463,The Victoria Advocate ,1995-12-23
4476,Ocala Star-Banner ,1995-12-26
4466,Anai Fights To Keep Its Customers. Hips Hi. Cid ,1995-12-29
4467,Suez Canal Struggles For Business In Face Of Changes In The ,1995-12-29
4468,Suez Canal Faces Modern Challenge. ,1995-12-29
4589,"Ion Am Ism. Peoples Set, Am. I. 7.14 Own.... ",1996-03-01
4580,Oil Sunflowers 11.57. ,1996-03-01
4521,Commodity Indexes Plunge Amid Broad Market Selloffs. ,1996-03-02
4513,Permian Basin ,1996-03-02
4508,Cattle ,1996-03-02
4511,"Commodity Indexes Plunge. March Heating Oil, Orange Juice, ",1996-03-03
4518,Milestones In Motor Oil: What's Next For Your Car. ,1996-03-05
4574,Two Locals Voting On Contract Offer. ,1996-03-05
4531,Beer War Escalates. Oil Deregulation A Sham. ,1996-03-06
4561,Preserve ,1996-03-07
4584,Stocks End Lower After Volatile Day . ,1996-03-07
4486,Toledo Blade ,1996-03-07
4558,Oil Spill Toll Continues To Rise. ,1996-03-07
4556,British Oil Spill Blackens Coastal Wildlife Havens. ,1996-03-07
4546,Wales Adds Up Losses In Massive Oil Tanker Spill. ,1996-03-07
4523,Dow Slips 12.65; Oil Jumps Past $20. ,1996-03-07
4569,"Orange Juice Futures Surge Amid Supply Tightness, Cold Weather",1996-03-09
4560,Manila Standard ,1996-03-09
4527,"Iraq, Turkey Sign Pact On Oil Pipeline. ",1996-03-09
4516,"Iraq, Turkey Sign Accord To Put Iraqi Oil On Market. ",1996-03-09
4504,State Railroad Commissioner Stumps For Re-Election ,1996-03-09
4503,The Victoria Advocate ,1996-03-09
4573,Gasoline Prices Showing Seasonal Surge. ,1996-03-12
4498,Commodities ,1996-03-12
4575,Roundup ,1996-03-12
4537,1-800-926-Mint Ext 38112. ,1996-03-13
4538,Energy Futures End Mixed . ,1996-03-13
4499,Oil Deregulation Bill. Bicam Oks 4% Tariff Differential. ,1996-03-15
4540,Producer Prices Show First Drop In 8 Months. ,1996-03-15
4532,Saturday Community. ,1996-03-15
4497,The News-Journal ,1996-03-22
4588,Oil Sunflowers 1 54. Si Sunflowersothers. 1419 Crude Oil ... ,1996-03-22
4533,Saturday Community. ,1996-03-22
4579,"Friday, March 22, 1996/Lewiston Morning Tribune 7a. ",1996-03-22
4587,Oil Sunflowers 11.54. Crude Oil Prices. ,1996-03-26
4502,Backs 4% Oil Tariff Gap. ,1996-03-30
4509,Crude Oil Prices Rise . ,1996-03-30
4515,"Oil Companies Short-Changed Government, Report States. ",1996-03-31
4680,The Victoria Advocate ,1996-07-01
4706,"Dow Stages Huge 1-Day Gain, Leaping More Than 75 Points",1996-07-02
4649,Income Guidelines Set For Reduced-Price Meals. ,1996-07-02
4618,Oil-Pump Station Closings Prompt Fears For Alaskans. ,1996-07-05
4609,Survey: City Gas Among Costliest. ,1996-07-05
4689,Local Otc. It Lit. May Use. American Stock Exchange. Stock ... ,1996-07-06
4695,The Victoria Advocate ,1996-07-08
4631,Synthetic Oil. ,1996-07-09
4687,Key Indicators. ,1996-07-09
4681,American Stock Exch Ange. ,1996-07-10
4620,New York. Fuel Prices Aid Profits. ,1996-07-10
4608,Agency Seeks 4 Test Burns Of Spilled Oil. ,1996-07-10
4679,The Victoria Advocate ,1996-07-10
4633,Number Babies Reduced. ,1996-07-10
4619,Trucks Tractors. ,1996-07-11
4665,Crude Oil Prices. It Texas In Termed Ii $21.55. V Edward ... ,1996-07-11
4698,The Victoria Advocate ,1996-07-11
4636,Synthetic Oil. ,1996-07-11
4672,Key Indicators. ,1996-07-11
4682,The Victoria Advocate ,1996-07-13
4611,Oil Futures Fall Amid Profit-Taking. ,1996-07-13
4675,Key Indicators. ,1996-07-13
4613,Proposal: Burn Off Oil Spills. ,1996-07-14
4652,Rio Grande Trustee Name Three Additional Mi. ,1996-07-14
4676,Victoria Area Rig Count. ,1996-07-14
4628,Homemade Hammocks. ,1996-07-14
4670,The Victoria Advocate ,1996-07-15
4626,Gas Prices Fall. ,1996-07-15
4629,Prices Fall More Than Two Cents At Nation's Gas Pumps. ,1996-07-15
4627,Industrial Output Index For Five Months Up 14.5pc. ,1996-07-15
4605,Survey: Gas Prices Down. ,1996-07-15
4623,Briefs Business Briefly Per-Gallon Price Of Gasoline Down 2 ... ,1996-07-15
4622,Prices Fall At Nation's Gas Pumps. ,1996-07-15
4624,Prices Fall At Nation's Gas Pumps. ,1996-07-15
4621,Gasoline Prices Fall Two Cents Over Three Weeks. ,1996-07-15
4655,McCook Daily Gazette ,1996-07-16
4674,Key Indicators. ,1996-07-16
4625,Nriooc Foil. ,1996-07-16
4651,Rowayton Company Wins System Contrac. ,1996-07-16
4701,The Victoria Advocate ,1996-07-16
4648,Business ,1996-07-16
4700,Diagnostic Center. ,1996-07-18
4677,The Victoria Advocate ,1996-07-18
4664,Crude Oil Prices Board Of Trade. ,1996-07-18
4616,Gas Prices Drop As Summer Drivers Stay Home. ,1996-07-18
4673,Commodities ,1996-07-18
4686,American Stock Exchange. ,1996-07-18
4654,Stock Market Rights Itself On Strong Earnings After ... ,1996-07-18
4697,The Vindicator ,1996-07-19
4650,Soybeans ,1996-07-19
4637,Us Seeks Oil Royalties. ,1996-07-19
4645,New Sunday Times ,1996-07-20
4707,Italic Denotes Previous Corresponding Period. Parenthesis ... ,1996-07-22
4646,McCook Daily Gazette ,1996-07-23
4615,New Sunday Times ,1996-07-23
4709,Iraq To Resume Oil Exports Next Month. ,1996-07-23
4642,Exxon Earnings Hit Billion ,1996-07-23
4683,Record-Journal ,1996-07-23
4685,Crude Oil Prices West Texas Intermediate $21.18. Courtesy ... ,1996-07-25
4612,Foreign Reserves Rose. To... ,1996-07-25
4668,The Victoria Advocate ,1996-07-25
4662,The North Weld Herald ,1996-07-25
4660,Dupont Reports Record Second-Quarter Earnings. ,1996-07-25
4639,Nation International Busi Nkss Machines Corp. S. ,1996-07-26
4641,Oil Sunflowers. ,1996-07-26
4702,Key Indicators ,1996-07-27
4630,Stock Market. ,1996-07-27
4696,Sale ,1996-07-27
4684,"Gas Price Down, Survey Concludes. ",1996-07-27
4669,Gas Prices Drop. ,1996-07-28
4667,Wheat Futures Prices Take A Dip. ,1996-07-28
4647,James: Bill Won't Benefit Company He Invested In ,1996-07-29
4607,On Rumors That Wheat Is Poor Quality. ,1996-07-29
4704,Waycross Journal-Herald ,1996-07-29
4671,"1c, Survey Shows. Angeles The Aver. ",1996-07-29
4699,Gas Prices Drop Another Penny. ,1996-07-29
4678,Crude Oil Prices West Texas Intermedi $20.17. Courtesy ... ,1996-07-29
4663,Drop In Gas Prices Reported. ,1996-07-29
4694,Gas Prices Drop Another Penny. ,1996-07-29
4606,New Form Of Recycling . ,1996-07-29
4692,Fires Extinguished. ,1996-07-29
4691,Beef Farmers Plan Meat Plant. ,1996-07-29
4693,Gas Price Fell 1.11 Cents Per Gallon In Past 2 Weeks. ,1996-07-29
4661,Gas Prices Drop Another Penny. ,1996-07-29
4703,Key Indicators. ,1996-07-30
4688,Stocks Slip As Interest Rates Go Up. By Bruce Meyerson ,1996-07-30
4705,Rates Foreign Exchange. ,1996-07-30
4640,Gunning Down Main.. Big Shots On A Big Wheel. ,1996-07-30
4690,Gasoline Prices Drop Another Cent. ,1996-07-30
4632,Development Plans Concern Bass Lake Residents. 1 Gail Stielstra,1996-07-30
4617,Pipeline Break Spills Crude. ,1996-07-30
4643,Refinery Fire. ,1996-07-31
4653,"Citizens Donate $56,475 To Close Topless Bars. ",1996-07-31
4634,"Interline Resources Will Sell Gas Plant, Pipeline, Interests. ",1996-07-31
4714,McCook Daily Gazette ,1996-08-16
4718,Warning ,1996-08-20
4719,Warning ,1996-08-20
4754,Copper Futures Prices Rocket Higher. ,1996-09-01
4793,Oil Prices Soaring On Turmoil In Iraq. ,1996-09-01
4817,Copper Price Upsurge Ends Summer Lull. ,1996-09-01
4779,Oil Prices Climb. ,1996-09-02
4728,Toledo Blade ,1996-09-05
4750,Ocala Star-Banner ,1996-09-05
4740,"Billion Deal. Staples, Office Depot To Merge. ",1996-09-05
4732,Kl Offers... Tion Eases Viray. ,1996-09-05
4786,Oil Prices Decline. ,1996-09-05
4810,Oil Sunflowers Iiii. ,1996-09-06
4761,New Directions. Natural Gas Pipeline Industry Sells To Firms ,1996-09-06
4765,Erb: Oil Price Hike Minimal. ,1996-09-06
4792,Reading Eagle ,1996-09-06
4788,Gas Prices Take Sharp Jump. ,1996-09-06
4809,Gas Prices Still Declinina. ,1996-09-09
4808,"Mideast Tense, But Gas. Gas Prices Down. ",1996-09-09
4805,Iraq Threatens Gas Prices. ,1996-09-09
4821,Gasoline Prices Continue Decline. ,1996-09-09
4819,Gas Prices Continue Decline. ,1996-09-09
4780,Survey Energy Funds Lure Investors. Many Believe Us. Iraq ... ,1996-09-09
4806,Dow Jumps 73.98 Points. ,1996-09-10
4814,A8 The Gadsden Times. Tit-Spay September Kin Iika. Business ,1996-09-10
4820,"Gas Prices Down, But May Rise Again ",1996-09-10
4829,Traffic Getting Better On Border Bridge. ,1996-09-11
4813,Fifth Wheels. ,1996-09-12
4763,Second Crude Oil Pipeline Planned. ,1996-09-14
4770,Senators Want Federal Help On Heating Oil Prices. Consume! ,1996-09-14
4800,Crude Price Up. ,1996-09-14
4794,Regionwide ,1996-09-15
4778,Trade Deficit: Imports Rose. To $78.873 Billion During July. ,1996-09-15
4823,"Japanese Autos, Foreign Oil Send Trade Deficit Up. ",1996-09-18
4827,July Us. Trade Deficit Reaches Eight-Year High Of Billion ,1996-09-18
4775,Japanese Car Imports Broaden Trade Gap. ,1996-09-18
4764,Computer Shares Get A Boost; Other Stocks Turn Mostly Lower,1996-09-18
4811,Briefly Markets ,1996-09-19
4787,July Trade. Gap At. 8-Year High. ,1996-09-19
4796,Gainesville Sun ,1996-09-19
4751,New Straits Times ,1996-09-20
4785,Price ,1996-09-20
4784,Record-Journal ,1996-09-20
4828,Dow Rebounds To Record. ,1996-09-24
4818,Business Briefly Markets. Big Rejects Revco Bid. ,1996-09-24
4753,Crude Edges Higher Amid Military Presence In Gulf. ,1996-09-24
4826,Investigators Seek Cause Of Plant Blast. ,1996-09-26
4755,Iran Says Opec Overproduced. ,1996-09-26
4762,Hunt Refining Celebrates 50th Anniversary. ,1996-09-28
4797,Congressional Scorecard. ,1996-09-29
4887,Heating Oil Prices. Tall Fall By Cent. ,1996-12-04
4883,Toledo Blade ,1996-12-08
4858,The Southeast Missourian ,1996-12-13
4878,Supplies Of Heating Oil Improve. ,1996-12-13
4912,Minimum Supplies Urged: The ,1996-12-13
4902,Lewiston Morning Tribune ,1996-12-13
4898,Oil Supplies Fine; Price May Rise. ,1996-12-13
4948,Propane Prices Surge Upward Nationwide. ,1996-12-14
4944,Surging Propane Prices Mean Hard Times For Customers. ,1996-12-14
4942,Short Supply Causes Propane Prices To Soar. ,1996-12-14
4940,Rise In Propane Prices Chills Customers. ,1996-12-14
4949,Propane Prices Surge Nationwide. ,1996-12-14
4921,"Us Bonds, Dollar Firm. Dow Jones Regains Footing. ",1996-12-15
4871,"Natural Gas, Heating Oil Futures Rise. ",1996-12-15
4913,"New York Reuter. Dow Jones, Dollar Rises; Bonds In 3-Day ",1996-12-20
4927,Gas Prices 13 Cents Higher In 96. ,1996-12-23
4929,Iras Prices Decline. ,1996-12-23
4931,Gasoline Prices Higher For Year. ,1996-12-23
4932,Gas Prices Rose In 96. ,1996-12-23
4934,"Pump Prices Down, But Still Higher Than Last Year. ",1996-12-23
4936,"Pump Prices Up From Last Year, But Down Since May. ",1996-12-23
4897,Gas ,1996-12-23
4908,Business Notes. Alabama Oilman Federal Debt Nearly Paid R. ,1996-12-24
4867,"Oil, Gas Prices Drop. ",1996-12-24
4868,Commodity Roundup. ,1996-12-24
4943,Waycross Journal-Herald ,1996-12-24
4875,Vjcls Continued From Page Ib. ,1996-12-24
4894,Holiday Gas Prices Offer Mixed Message. ,1996-12-24
4945,McCook Daily Gazette ,1996-12-26
4919,"Geologists, Davis Firm Think Bluebell Field Hasn't Run Dry. ",1996-12-29
4922,10 Filipinos Among 28 Freed By Nigerian 011 Workers. ,1996-12-30
4952,Warning ,1997-02-13
4950,Gas ,1997-02-17
5065,Mccook Grain Market. ,1997-04-01
4992,Court Rules Cess Payable On All Forms Of Palm Oil. ,1997-04-02
5066,Experts Warn Of Impending Water Shortage. ,1997-04-03
4962,The Nation ,1997-04-05
5054,"Monday, April 7, 1997. ",1997-04-07
5057,Stocks Struggle To Extend Gain ,1997-04-07
4966,Toledo Blade ,1997-04-10
5022,Energy Prices Close Lower. ,1997-04-10
5046,Sunflower Oil 10.69 Sunflower Others 14.19. ,1997-04-11
4963,Altus Times ,1997-04-13
5028,Oil Economy. ,1997-04-13
5001,The Victoria Advocate ,1997-04-13
5032,Gas Prices Likely To Drop. ,1997-04-14
5034,More Declines Expected. Gasoline Prices May Fall Further. ,1997-04-14
5035,Lower Gasoline Prices Could Be Approaching. ,1997-04-14
5037,Prices At The Pump Are Declining. ,1997-04-14
5031,Pump Price Dips A Little. ,1997-04-14
5039,Pump Price Dips; More Declines May Be On Way. ,1997-04-14
5040,Pump Price Dips Slightly; More Declines Possible. ,1997-04-14
5043,Analyst Says. Says Gas Gas Pric Should Keep Declinin ,1997-04-14
5036,Prices At Gas Pump Dip Slightly. ,1997-04-14
5033,Gasoline Prices Dip; Bigger Drops Expected. ,1997-04-14
5038,Iasoline Prices Drop? ,1997-04-15
4983,Red-Faced Over Trade Report. ,1997-04-17
4979,"New York Reuter. Stocks, Bonds Rally On Mild Inflation Figures",1997-04-17
4981,Bean Counters Make Major Blunder In Trade Figures. ,1997-04-18
4988,Government Bean Counters Make Major Blunder In Trade Figures,1997-04-18
4986,"Oops Trade Deficit May Be High, It's Billion Less Than Repor ",1997-04-18
4984,Bean Counters Make Big Error ,1997-04-18
4982,Government Reports Wrong Trade Figures. ,1997-04-18
4985,Rather Feisty! ,1997-04-18
4987,Bean Counters Make Blunder W. ,1997-04-19
5029,Fexas City Explosion Looms Large In Memory. ,1997-04-20
5060,Business 30 Vs. Japanese Comex Comex 500 Industrials Ton ,1997-04-20
5048,Oil Economy. ,1997-04-20
5007,Middle East. Iraq Says It Will Defy No-Fly Zone; Us. ... ,1997-04-21
5005,Iraq Says It Will Defy No-Fly Zone. ,1997-04-21
5044,Residents Warned Or Fraud. ,1997-04-24
5062,Fed's Parry Says Economy Must Cool To Slow Inflation ,1997-04-29
5016,To Stay Unchanged On Stream. Chi No.... ,1997-04-29
5050,Petroleum Authority Of Thailand Invitation To Submission Of ,1997-04-29
5024,Turner Resigns From Association Board. ,1997-04-29
5056,Gasoline Prices Climb. ,1997-05-01
5078,Trucks Used To Clean Up Crude Oil . ,1997-05-14
5174,Bill Would Revive Idled Wells. ,1997-07-07
5164,Energy Futures Prices Fall. ,1997-07-10
5134,Dow Jones Slightly Up; Tech Stocks Rally. ,1997-07-12
5138,Crude Oil Drivers Needed. ,1997-07-12
5159,Four Commodities To Buy. September Copper. ,1997-07-14
5176,"Inflation At Bay With Oil Down, Dollar Up, By Michael Mckee. ",1997-07-14
5137,Crude Oil Drivers Needed. ,1997-07-14
5156,New Straits Times ,1997-07-14
5111,High-Ranking Bp Executive To Help Start Refinery Project. ,1997-07-16
5180,Currencies Seen Easing By Year-End. ,1997-07-16
5162,Crude Oil Drivers Needed. ,1997-07-16
5135,"Page He Daily. In Their. Thursday July. 1997s Unction City, ... ",1997-07-17
5150,Message Oil. ,1997-07-17
5144,Crude Oil Drivers Needed. ,1997-07-17
5146,Crude Oil Drivers Needed. Applications Are Being Taken For ,1997-07-18
5136,Octogenarian Still Tending To 11 Wells After 73 Years By Pi. ... ,1997-07-19
5142,Crude Oil Drivers Needed. ,1997-07-19
5169,Petronas Eyes Share In Mindanao Oil Refinery. ,1997-07-19
5183,Nation ,1997-07-19
5165,Laws ,1997-07-20
5151,"Two Decades On, Alaskan Pipeline Debate Continues. ",1997-07-23
5153,The Nation ,1997-07-23
5171,Gasoline Prices End Higher. ,1997-07-29
5173,Petroleum Reserves Show Healthy Increase In Pit Exploration ,1997-07-30
5084,Tractor: ,1997-07-31
5185,2 Teenagers Killed When Oil Tank Explodes. ,1997-07-31
5168,Teens Killed In Blast May Have Been On Tank. ,1997-07-31
5191,The Nation ,1997-08-02
5195,Next Month. ,1997-08-19
5294,The Victoria Advocate ,1997-09-02
5297,Crude Oil Prices $19.61 West Texas Intermediateourily Edward ,1997-09-02
5276,Key Indicators. ,1997-09-04
5281,Mccook Grain Market. ,1997-09-04
5224,Oil Prices Barely Change. ,1997-09-04
5290,"Shipmakers Team Up On Trial Basis. Avondale, Litton Will ... ",1997-09-05
5272,Sunflower Oil 10.12 Sunflower Others... Tin ,1997-09-05
5234,Gas Prices Rise Slightly. ,1997-09-07
5244,Us Faces Quandary Whether To Raise Car Fuel Economy Or Not,1997-09-07
5308,Massacres Kill. Oz More Than 150 Let Algeria. ,1997-09-07
5301,Hingis ,1997-09-08
5293,Gasoline Prices Are Leveling Off. ,1997-09-08
5292,Mccook Grain Market. ,1997-09-08
5235,Gasoline Prices Level Off After Some Sharp Rises. National ... ,1997-09-08
5306,Us Gas Prices Leveling Off. ,1997-09-08
5238,Gas Prices Rise. ,1997-09-08
5241,Gas Prices May Be Leveling. ,1997-09-08
5298,Quotable ,1997-09-10
5267,Greenspan's Benign Remarks Soothe Ws. ,1997-09-10
5277,The Victoria Advocate ,1997-09-14
5280,Key Indicators. ,1997-09-17
5248,Oil Prices Surge In Rally. ,1997-09-17
5274,Matagorda Advocate ,1997-09-18
5260,Sunflower Oil 9.94 Sunflower Others 12.69 Crude Oil Prices ... ,1997-09-19
5295,Reading Eagle ,1997-09-19
5286,The Victoria Advocate ,1997-09-19
5227,Gasoline Prices Rise In Bay Area. ,1997-09-20
5273,Sun Journal ,1997-09-20
5225,Business ,1997-09-21
5230,Jas Prices Fall With End Of Summer Driving Season ,1997-09-21
5278,Leader Of New Movement Wants To Resign... Yeltsin ,1997-09-21
5251,More Meters Running. ,1997-09-21
5237,California Lower Demand Drops Gas Prices. ,1997-09-22
5239,Pump Prices Go Down. ,1997-09-22
5232,Gas Prices Drop As Summer Ends. ,1997-09-22
5291,Gasoline Prices Drop More Than It. ,1997-09-22
5233,Gasoline Prices Drop By More Than 1 Cent Per Gallon ,1997-09-22
5231,Gas Las Prices Down Due To Less Demand ,1997-09-22
5240,Gas Prices Drop As Summer Ends. ,1997-09-22
5282,Sarasota Herald-Tribune ,1997-09-22
5236,Down Kevorkian Unite Gas Prices Linked Suicide As Summer ,1997-09-22
5289,Mbna 400. ,1997-09-22
5288,The Best Of Both Worlds. ,1997-09-24
5245,Manila Standard ,1997-09-26
5261,Sunflower Oil 10.14 Sunflower Others 12.19. Crude Oil Prices ,1997-09-26
5302,Key Indicators. ,1997-09-26
5305,Business Briefly Markets. ,1997-09-26
5212,The Argus-Press ,1997-09-26
5242,"The Victoria Advocate, Wednesday, October 1, 1997-3c... ",1997-10-01
5271,Eugene Register-Guard ,1997-10-01
5228,Malaysia's Petronas Stays On Sidelines. ,1997-10-01
5322,The Victoria Advocate ,1997-11-04
5312,Eugene Register-Guard ,1997-11-27
5376,Heating Fuel Prices Vary Around County. ,1998-01-02
5368,Heating Tuel Prices Drop As Weather Warms. ,1998-01-02
5434,"Oil, Gas Prices Decline. ",1998-01-03
5374,The Tuscaloosa News ,1998-01-04
5432,Sunflower Oil 11.14 Sunflower Others. Crude Oil Prices ... ,1998-01-05
5372,New York Dow Jones. Bank Rally Lifts Market Averages. ,1998-01-05
5375,Reduced Oil Prices Could Soften Blow For The Us. ,1998-01-05
5418,Oil Price Ok'd. ,1998-01-09
5404,"Fa Prices Went Up A Little This Morning. If It Gets Cold, ... ",1998-01-09
5417,Upstate Dental. ,1998-01-09
5386,Lower Oil Prices Keep Gas Prices Dropping. ,1998-01-12
5409,Gas Prices Drop 2.5 Cents. ,1998-01-12
5412,Gas Prices Drop 2.5 Cents Across Country. Average Price At ... ,1998-01-12
5357,Penn Grade Crude Oil Falls To Lowest Price Since 94. ,1998-01-12
5405,Lawrence Journal-World ,1998-01-12
5403,Prices Drop 2.5 Cents Per Gallon Nationwide. ,1998-01-12
5394,Gas War In Chattooga. Competition Pushes Fuel Price Below ,1998-01-14
5414,Gas War In Chattooga. Competition Pushes Fuel Price Below ,1998-01-14
5422,Opec Fretting Over Falling Price Of Oil. ,1998-01-14
5370,New York. Fall In Crude Prices Hurts Oil Companies. ,1998-01-14
5362,Iraq Move Cuts Oil Prices. ,1998-01-14
5360,Penn Grade Crude Oil Falls To Lowest Price Since 94. ,1998-01-14
5428,Aid ,1998-01-16
5351,Falling Oil Prices In 1997 Allowed Us. To Restock Inventory. ,1998-01-16
