title,date,
Fall in global crude oil prices gives hope for dip in domestic fuel rates,2021-03-29,
Crude Oil Price Update Enough Downside Momentum to Drive WTI into 5958 5764,2021-03-29,
US gasoline prices have been rising with crude oil prices US Energy Information Administration,2021-03-30,
Crude Oil Prices Outlook OPEC Output Cut Extension in Focus,2021-03-30,
US crude oil inventory draws resume as refinery demand surges EIA,2021-03-31,
Canadian PacificKC Southern deal likely adds market share not more crude by rail,2021-03-31,
US residential heating oil prices averaged 16 lower than last winter but ended higher US Energy Information ,2021-03-31,
Crude Oil Price Update Rangebound While Waiting for Next Catalyst,2021-04-02,
OPEC and allies agree to gradually boost crude oil output from May to July,2021-04-02,
Impacts of shear and thermal histories on the stability of waxy crude oil flowability improvement by electric treatments,2021-04-02,
BrentDubai spread an indicator to watch amid shifting crude oil flows,2021-04-04,
Explained Why crude oil prices are falling and its impact in India,2021-04-08,
Using a switchable water to improve sustainable extraction for oil sands by lowconcentration surfactant solution,2021-04-09,
Uganda Tanzania oil firms sign accords to build 35 bln pipeline,2021-04-10,
Uganda Tanzania sign oil pipeline project agreement,2021-04-11,
Total signs deal to build East African oil pipeline despite lack of finance,2021-04-11,
Gasoline Supply and Refinery Utilization on the Rise as Crude Oil Prices Decline,2021-04-12,
Gulf of Mexico crude oil production will increase with new projects in 2021 and 2022 US Energy Information ,2021-04-12,
Gulf of Mexico crude oil production to increase with new projects in 2021 2022,2021-04-14,
Oil prices up on estimated fall in US crude stocks,2021-04-14,
We cannot drink oil campaigners condemn east African pipeline project,2021-04-14,
Gulf Coast Refining Capacity Houstonorg,2021-04-14,
Direct mass spectrometric analysis of naphthenic acids and polycyclic aromatic hydrocarbons in waters impacted by ,2021-04-14,
US crude oil inventories fall for week ending April 9,2021-04-15,
Insight Clean crude Oil firms use offsets to claim green barrels,2021-04-15,
Crude Oil Production of Iran and Iraq million bpd,2021-04-16,
EXCLUSIVE Natixis to stop financing trade in Ecuadorian crude oil,2021-04-16,
Clean crude Oil firms use offsets to claim green barrels,2021-04-16,
Crude Oil Price Update May Be Forming Potentially Bearish Closing Price Reversal Top,2021-04-16,
Crude Oil Price Outlook Fresh Highs in Focus PostBreakout,2021-04-16,
This is environmental racism Black community in Memphis resists proposed crude oil pipeline,2021-04-16,
China boosts crude oil storage but higher price may deter future builds,2021-04-17,
Oil prices went negative a year ago Heres what traders have learned since,2021-04-19,
Energy production in March of 2021,2021-04-19,
Indias crude oil output drops 5 gas production falls 8 Govt data,2021-04-19,
Oil prices went negative a year ago Now the glut is gone,2021-04-20,
Chinas crude oil imports from Saudi up 88 yy in March UAE shipments jump,2021-04-20,
Explained Why Indias oil and gas production is falling,2021-04-20,
Does East Africa really need a crude oil pipeline,2021-04-21,
Oil volatilityinflation pass through in China Evidence from wavelet analysis,2021-04-21,
Dubai crude price structure under pressure as Indian refiners mull run cuts,2021-04-22,
Crude runs oil demand feel pain as Indias COVID19 crisis hits like never before,2021-04-23,
Oil production in Alaska reaches lowest level in more than 40 years US Energy Information Administration,2021-04-26,
One quarter of tanker fleet to be over 20 years old by 2023,2021-04-26,
Fuel for Thought Ugandas struggle to pump its first oil may be still far from over,2021-04-27,
Shale CEO Sees Producers Staying Disciplined at 70 Crude Oil,2021-04-28,
Oil price future regarding unconventional oil production and its nearterm deployment A system dynamics approach,2021-04-29,
Good volatility bad volatility and economic uncertainty Evidence from the crude oil futures market,2021-05-01,
Africa does not need the East Africa Crude Oil Pipeline,2021-05-01,
WTI Extends its Reach as US Export Growth Transforms Global Crude Oil Markets,2021-05-03,
US crude oil imports from OPEC are down but imports from Canada remain high US Energy Information ,2021-05-03,
Oil Moves Higher On Largest Crude Draw Since January,2021-05-05,
Researchers studying crude oils effect on lobster,2021-05-05,
Saudi Arabia may turn to gas import more fuel oil for power as OPEC cuts ease,2021-05-06,
Nigerias NNPC finalises new crudeforfuel swaps for one year sources,2021-05-11,
Qingdao port acquires crude oil terminal,2021-05-12,
Platts cuts Indias 2021 oil demand by 28 sees crude topping 70,2021-05-13,
Sanctions relief for Iran would pressure rival heavy crude condensate producers,2021-05-14,
How will Murban crude perform on the oil market GIS Reports,2021-05-14,
Plastic2Plastic ReOil completes the circle in plastics recycling,2021-05-14,
Dynamics in the crude oil market dictated by the manufacturing sector,2021-05-14,
Colombias Oil Industry Is On The Brink Of Collapse,2021-05-18,
Brent crude hits 70 as traders bet on sustained revival in oil demand,2021-05-18,
Energy production in April of 2021,2021-05-18,
Russia Has Produced Less Crude Oil In 2021,2021-05-18,
Differential developmental toxicity of crude oil in early life stages of Atlantic halibut Hippoglossus hippoglossus,2021-05-20,
Markets underestimating oil demand see Brent at 80 Goldman Sachs,2021-05-20,
Crude Oil Price Update Trader Reaction to 6605 Sets the Tone into Close,2021-05-24,
Iranian crude blends seen getting lighter to meet Chinese tastes,2021-05-25,
The Tapline a legacy of triumph,2021-05-26,
Japan could resume Iran oil imports 3 months after sanctions lifting PAJ chief,2021-05-27,
UAE Crude Oil Exports Have Suffered Since the Start of 2021,2021-05-27,
US sells off Iranian crude oil seized off coast of UAE,2021-05-29,
Insitu microwaveassisted catalytic upgrading of heavy oil Experimental validation and effect of catalyst pore structure ,2021-05-31,
Visible lightdriven conversion of carboxylic acids into esters for enhanced algal biocrude oil catalyzed by cadmium ,2021-06-01,
Rising crude oil prices may impact margins of oil marketing companies ICRA,2021-06-01,
Venezuelan oil masked as Malaysian rushes into China before fuel tax,2021-06-02,
Crude oil prices show strength as economy recovers,2021-06-03,
Market for US oil acreage booms along with crude price recovery,2021-06-05,
Can we comfortably estimate the isothermal compressibility of a saturated crudeoil with changing liquid oil ,2021-06-07,
Petroleum minister Dharmendra Pradhan blames global crude oil surge for rising fuel prices,2021-06-07,
Why are fuel prices rising in India Heres what oil minister says,2021-06-07,
Petroleum Industry Bill passed by the National Assembly,2021-06-08,
Price of crude oil moving above 70 per barrel a concern Analysts,2021-06-09,
EIA Brent crude oil prices to stabilise then decline,2021-06-09,
Extracted quartz as efficient natural demulsifier for crude oilwater emulsions Effect of monovalentdivalent salts pH ,2021-06-09,
Oil hits multiyear highs in third weekly gain on demand recovery,2021-06-10,
EXCLUSIVE Exxon losing veteran oil traders recruited during past expansion sources,2021-06-11,
Production of crude oil and natural gas in New Mexico reached new record in March 2021 US Energy Information ,2021-06-11,
Crude Oil Hits Highest Price in Nearly 3 Years Pump Prices Jump on the Week,2021-06-14,
Crude oil climbs to highest price in nearly 3 years pushing up gas prices,2021-06-14,
Why Micro Crude Oil is a Big Thing for Energy Markets,2021-06-14,
Microfiltration of saline crude oil emulsions Effects of dispersant and salinity,2021-06-14,
Canadas crude oil production going gangbusters Canadas National Observer Climate News,2021-06-15,
EIA Growing global production limits crude oil price increases in the most recent forecast,2021-06-15,
Growing global production limits crude oil price increases in the most recent forecast US Energy Information ,2021-06-15,
Top 10 Africas Leading Oil Producers in 2021,2021-06-15,
Crude prices in Asia jump on robust demand tight supply,2021-06-16,
Traders See Carbon Becoming Bigger Market Than Crude Oil,2021-06-16,
Oil Jumps On Significant Crude Draw,2021-06-16,
Oil falls from multiyear highs on firmer dollar hike in UK COVID cases,2021-06-16,
Energy production in May of 2021,2021-06-17,
GS Caltex marks Koreas first company to buy carbonneutral crude oil,2021-06-17,
China launches crude oil options trading open to overseas investors,2021-06-17,
China cuts second batch of crude oil import quotas for private refiners document sources,2021-06-21,
China launches crude oil options open to foreign traders,2021-06-21,
Canadian oil sands running above prepandemic highs but the lingering impacts of COVID19 and acceleration of ,2021-06-21,
Oil prices end higher with US crude inventories down a 5th straight week,2021-06-23,
Evaluation of interfacial properties due to the effect of dispersing agents on Brazilian medium crude oil,2021-06-23,
Solarassisted isotropically thermoconductive sponge for highly viscous crude oil spill remediation,2021-06-24,
A new index highlights the need for shared responsibility to end gas flaring,2021-06-25,
 Micro Crude Oil ,2021-06-25,
The End Alaskas Crude Oil Production Continues to Decline on Stronger Headwinds,2021-06-28,
Oil Revolution Started with the Poles Poland in Saudi Arabia,2021-06-30,
US crude oil prices top 75 a barrel the highest since 2018,2021-06-30,
Mechanically robust solardriven and degradable ligninbased polyurethane adsorbent for efficient crude oil spill ,2021-07-01,
Demulsification of waterincrude oil emulsion using natural lotus leaf treated via a simple hydrothermal process,2021-07-01,
What Do We Get From a Barrel of Crude Oil,2021-07-01,
Australias crude oil exports draw strength from improving Asian demand outlook,2021-07-01,
OPEC talks abandoned without a deal sending oil prices higher,2021-07-02,
CME Micro WTI Crude Oil Futures LAUNCH,2021-07-05,
Tanker Owners Looking Forward to a Rise in Crude Oil Production,2021-07-05,
Market Movers Europe Jul 59 Tightening crude oil and natural gas supply aviation sector battles weak demand,2021-07-05,
What a Fool Believes Will Crude Oil Hit 100 a Barrel,2021-07-05,
OPEC resumes crude oil production meeting,2021-07-05,
Crude Oil Prices to Hit 7Year High this Week with the National Gas Price Average to Increase to 325 this Month,2021-07-05,
Petrol diesel prices likely to rise further as crude oil hits 77 a barrel,2021-07-06,
Gas prices climb as crude oil briefly hits highest prices in 6 years,2021-07-06,
OPEC talks on output fail crude oil prices reach threeyear high,2021-07-06,
Crude oil hits fresh 52week high after OPEC fail to agree production plan Brent inches near 78 a,2021-07-06,
Petrol prices rise on the back of higher international crude oil prices,2021-07-06,
United States became fourthlargest crude oil supplier to India in 2020 Report,2021-07-06,
Oil rises on expectations of US crude oil stocks falling,2021-07-09,
CME Launches Micro Crude Oil Futures With Energy Challenging Multiyear Highs Market Insights,2021-07-12,
US crude oil production efficiency increased only in the Bakken region in 2020 US Energy Information Administration,2021-07-12,
New Micro Crude Futures Offer LowerCost Ticket into Oil Patch,2021-07-13,
Brent crude oil price forecast to average 72 per barrel in the second half of 2021 US Energy Information ,2021-07-15,
Manipulation of surface charges of oil droplets and carbonate rocks to improve oil recovery Scientific Reports,2021-07-15,
Energy production in June of 2021,2021-07-15,
Demand for US Crude Oil Returns,2021-07-16,
Part of the Plan Part 3 The St James Crude Oil Hub Readies for CaplineRelated Changes,2021-07-16,
United States continued to lead global petroleum and natural gas production in 2020 US Energy Information ,2021-07-18,
WTI crude oil below 69 a barrel,2021-07-19,
Crude oil holds below key 70 level after sharp selloff Why one trader thinks this is just a hiccup,2021-07-19,
US crude oil exports reached record levels in 2020 and remain high in 2021 US Energy Information Administration,2021-07-20,
